,title,location,summary_review,review_score,movie_score,genre
5114,Chicken Little,United States,chicken little movie review(contain some spoiler ) ,8.0,5.8,Animation
5115,Chicken Little,United Kingdom,better if your not a kid but a great family movie for everyone ,9.0,5.8,Animation
5116,Chicken Little,Qatar,originality count and this one have it ... .......its good ,5.0,5.8,Animation
5117,Chicken Little,"Purmerend, The Netherlands",chicken little be fun but not as memorable as disney 's best animated flick ,6.0,5.8,Animation
5118,Chicken Little,United Kingdom,chicken little ,3.0,5.8,Animation
5119,Chicken Little,Australia,where ' pixar when you need them ,5.0,5.8,Animation
5120,Chicken Little,"Florida, USA",mainly for young kid ,5.0,5.8,Animation
5121,Chicken Little,Australia,a pretty average attempt to do better then pixar ,5.0,5.8,Animation
5122,Chicken Little,"Miami, Florida",' the end be near ' say little ,5.8,5.8,Animation
5123,Chicken Little,"King of Prussia, PA",""" the sky be fall "" ",5.0,5.8,Animation
5124,Chicken Little,United States,lovely concept yet catastrophic in practice ,6.0,5.8,Animation
5125,Chicken Little,United States,taste like chicken ,5.0,5.8,Animation
5126,Chicken Little,Malaysia,the sky 's the limit ,5.0,5.8,Animation
5127,Chicken Little,United States,worth see 3-d version only ,6.0,5.8,Animation
5128,Chicken Little,Missouri,okay computer animate movie ,6.0,5.8,Animation
5129,Chicken Little,California,fun - but not at the pixar benchmark ,6.0,5.8,Animation
5130,Chicken Little,United States,do not believe the hype ( and you may enjoy yourself ) ,6.0,5.8,Animation
5131,Chicken Little,United States,disappoint ; i be expect more however the character be adorable ,5.0,5.8,Animation
5132,Chicken Little,"Barcelona, Spain",just for kid ,4.0,5.8,Animation
5133,Chicken Little,United Kingdom,cute and sci - fi - what ' not to like ,10.0,5.8,Animation
5134,Chicken Little,"Gwangju, South Korea",mediocre film awful music ,3.0,5.8,Animation
5135,Chicken Little,"NYC, NY",wonderful ,10.0,5.8,Animation
5136,Chicken Little,United States,it be ok ... a little better than average ... ,7.0,5.8,Animation
5137,Chicken Little,"Portsmouth, Virginia",another 3d animation with too many serious message ,5.0,5.8,Animation
5138,Chicken Little,United Kingdom,chicken little beat every other movie ,10.0,5.8,Animation
5139,Chicken Little,United States,love it ,10.0,5.8,Animation
5140,Chicken Little,"Abbotsford, BC",heartbreakingly dull ,4.0,5.8,Animation
5141,Chicken Little,California,mediocrity at its best ( slightly above average ) ,5.0,5.8,Animation
5142,Chicken Little,United Kingdom,be not no mountain high enough be not no valley low ,8.0,5.8,Animation
5143,Chicken Little,Norway,not the movie it could have be ,5.0,5.8,Animation
5144,Chicken Little,Australia,not suitable for young viewer ... ,9.0,5.8,Animation
5145,Chicken Little,Malaysia,a clone ,1.0,5.8,Animation
5146,Chicken Little,United States,cartoon for child or adult ,5.0,5.8,Animation
5147,Chicken Little,Winnipeg,worth a few laugh ,8.0,5.8,Animation
5148,Chicken Little,United States,not bad ,6.0,5.8,Animation
5149,Chicken Little,United States,just awful ,1.0,5.8,Animation
5150,Chicken Little,"San Francisco, California",the sky fall again ,7.0,5.8,Animation
5151,Chicken Little,United States,wow this be bad ,1.0,5.8,Animation
5152,Chicken Little,"Mill Valley, CA",my daughter sum it up perfectly ,5.0,5.8,Animation
5153,Chicken Little,United States,' chicken ' offer a lot deliver little ,2.0,5.8,Animation
5154,Chicken Little,"manchester, England",find nemo meet war of the world ,10.0,5.8,Animation
5155,Chicken Little,"Norwalk, California",i disagree with the lot of you this be good ,6.0,5.8,Animation
5156,Chicken Little,"Paris, France",terrible and ... .to whom be it make for ,2.0,5.8,Animation
5157,Chicken Little,United States,"i want to see "" the real chicken little story "" ",3.0,5.8,Animation
5158,Chicken Little,United States,one of the bad movie ever ,1.0,5.8,Animation
5159,Chicken Little,Mexico,back to disney 's origin i love that ,10.0,5.8,Animation
5160,Chicken Little,Canada,pretty good for the little one ,6.0,5.8,Animation
5161,Chicken Little,chicago,disney down the toilet ,3.0,5.8,Animation
5162,Chicken Little,UNKNOWN,how could something start off so good and then just fall apart ,1.0,5.8,Animation
5163,Chicken Little,United States,this movie be all compromise no soul ,5.0,5.8,Animation
5164,Chicken Little,"Salt Lake City, Utah",an unfortunate addition to the disney cannon ,4.0,5.8,Animation
5165,Chicken Little,Denmark,little by little ,7.0,5.8,Animation
5166,Chicken Little,Norway,find it really hilarious and a great mix of sci - fi ,10.0,5.8,Animation
5167,Chicken Little,Oosterscheldekering,a legacy of violence ... ,4.0,5.8,Animation
5168,Chicken Little,United States,disney can not help himself ,8.0,5.8,Animation
5169,Chicken Little,United States,a fun movie for the family spoiler ,8.0,5.8,Animation
5170,Chicken Little,"THAILAND, BANGKOK",fun for kid ,7.0,5.8,Animation
5171,Chicken Little,United States,minor league but cute at time ,6.0,5.8,Animation
5172,Chicken Little,United States,you leave barbra out of this ,7.0,5.8,Animation
5173,Chicken Little,United States,i like it   it be cute and funny ,8.0,5.8,Animation
5174,Chicken Little,"Omaha, Nebraska, USA",i really enjoy this movie ,8.0,5.8,Animation
5175,Chicken Little,TEXAS,a great kid movie ,9.0,5.8,Animation
5176,Chicken Little,United States,trust in yourself ,7.0,5.8,Animation
5177,Chicken Little,United Kingdom,i love it ,9.0,5.8,Animation
5178,Chicken Little,United Kingdom,disney back on form ,9.0,5.8,Animation
5179,Chicken Little,"Todmorden, England",ok disney film which pass the time efficiently enough ,5.0,5.8,Animation
5180,Chicken Little,Finland,like cartoon comedy like cute character then chicken little be for you ,8.0,5.8,Animation
5181,Chicken Little,Bulgaria,a good animation to watch ,7.0,5.8,Animation
5182,Chicken Little,Australia,light fun entertainment ,8.0,5.8,Animation
5183,Chicken Little,United States,"the only movie reference i get be "" sign ... "" spoiler warning ( i think ) ",9.0,5.8,Animation
5184,Chicken Little,United States,great movie for kid who be it ' intend audience ,8.0,5.8,Animation
5185,Chicken Little,Ohio,not too bad ,7.0,5.8,Animation
5186,Chicken Little,Cortland Ny,"do this cute little "" chicken "" deserve so much egg on it ' face ",6.0,5.8,Animation
5187,Chicken Little,"Jersey City, New Jersey",better than expect - formula better than visuals ,7.0,5.8,Animation
5188,Chicken Little,"United States, CA",an adorable film for all age ,9.0,5.8,Animation
5189,Chicken Little,UNKNOWN,chicken little to recommend it .. .... ,5.0,5.8,Animation
5190,Chicken Little,Oregon,the critic cry wolf once again .... ,7.0,5.8,Animation
5191,Chicken Little,St. Louis,cute for kid ,8.0,5.8,Animation
5192,Chicken Little,"fairview, nj",entertain animated family fare ,6.0,5.8,Animation
5193,Chicken Little,United States,worht sit through for this kid and you ,9.0,5.8,Animation
5194,Chicken Little,United States,better than recent animated feature ,7.0,5.8,Animation
5195,Chicken Little,United States,just not a very good movie ,2.0,5.8,Animation
5196,Chicken Little,United States,funny and enjoyable ,7.0,5.8,Animation
5197,Chicken Little,"Ontario, Canada",disney ... pixar...whoever...pure animate genius ,9.0,5.8,Animation
5198,Chicken Little,Virginia Beach,egg first ,5.8,5.8,Animation
5199,Chicken Little,United States,chicken little   rule the roost ,10.0,5.8,Animation
5200,Chicken Little,"Arlington, VA",expect to hate it ,8.0,5.8,Animation
5201,Chicken Little,United States,what a horrible movie ,1.0,5.8,Animation
5202,Chicken Little,United States,don knotts last film ,9.0,5.8,Animation
5203,Chicken Little,Canada,barely passable ,6.0,5.8,Animation
5204,The Smurfs 2,San Diego,part 2 twice as bad as the first - if that ' conceivable ,2.0,5.4,Animation
5205,The Smurfs 2,United States,it have small improvement but still not for adult ... ,3.0,5.4,Animation
5206,The Smurfs 2,United Kingdom,if you do not like the first film why watch the second ,7.0,5.4,Animation
5207,The Smurfs 2,India,an enjoyable film but it be mainly mean for child ,7.0,5.4,Animation
5208,The Smurfs 2,UNKNOWN,""" smurfing "" around ",6.0,5.4,Animation
5209,The Smurfs 2,United States,the first ' smurfs ' movie be bad and this one be even bad ,3.0,5.4,Animation
5210,The Smurfs 2,"Cork, Ireland",bore for adult ,3.0,5.4,Animation
5211,The Smurfs 2,Upminster,great kid film ,9.0,5.4,Animation
5212,The Smurfs 2,United States,the smurfs 2 ,5.0,5.4,Animation
5213,The Smurfs 2,Canada,the vidiot review ,3.0,5.4,Animation
5214,The Smurfs 2,"Dallas, TX",even if you enjoy the smurfs this sequel may leave a sour taste in your mouth ,2.0,5.4,Animation
5215,The Smurfs 2,India,slightly disappoint with the sequel if you be look to make your kid happy the smurfs 2 may be the right appetizer ,5.0,5.4,Animation
5216,The Smurfs 2,"Berlin, Germany",smurfing their arm around paris ,6.0,5.4,Animation
5217,The Smurfs 2,Singapore,smurfs 2 be a animation movie suitable for kid and of course adult who have grow up with the smurfs ,6.0,5.4,Animation
5218,The Smurfs 2,Canada,two word : shut up ,1.0,5.4,Animation
5219,The Smurfs 2,Ireland,not gonna lie i enjoy this version as well as the first one a real guilt pleasure ,5.0,5.4,Animation
5220,The Smurfs 2,Muskogee OK,cute animated feature ,7.0,5.4,Animation
5221,The Smurfs 2,UNKNOWN,still not good enough ,5.0,5.4,Animation
5222,The Smurfs 2,United Kingdom,what a terrible movie 2/10 ,2.0,5.4,Animation
5223,The Smurfs 2,"Los Banos, Laguna, Philippines",lose potential ,4.0,5.4,Animation
5224,The Smurfs 2,UNKNOWN,lighten up a bit ,6.0,5.4,Animation
5225,The Smurfs 2,"Dorset, England",i think it be great and i be 39 ,8.0,5.4,Animation
5226,The Smurfs 2,United States,bland and lackluster ,3.0,5.4,Animation
5227,The Smurfs 2,"Tampa, FL",better than the first one if anything ,8.0,5.4,Animation
5228,The Smurfs 2,Netherlands,well of course it ' a kid 's movie ,8.0,5.4,Animation
5229,The Smurfs 2,UNKNOWN,predictable not as funny as the first smurfs but decent ,3.0,5.4,Animation
5230,The Smurfs 2,Earth,good emotional subplot ,5.4,5.4,Animation
5231,The Smurfs 2,United States,the least cartoon - like of katy perry 's recent flick ,6.0,5.4,Animation
5232,The Smurfs 2,Turkey,i like it ,7.0,5.4,Animation
5233,The Smurfs 2,United States,great family film with value & comedy ,8.0,5.4,Animation
5234,The Smurfs 2,United States,bore and uninteresting ,7.0,5.4,Animation
5235,The Smurfs 2,UNKNOWN,great one - liner ,10.0,5.4,Animation
5236,The Smurfs 2,Australia,105 minute of smurf - tacularly bad filmmaking ,2.0,5.4,Animation
5237,The Smurfs 2,"Ontario, Canada",an adorable sweet most for the kid movie and good for them ,7.0,5.4,Animation
5238,The Smurfs 2,New Zealand,i just want it to end ,3.0,5.4,Animation
5239,The Smurfs 2,United States,boo ,2.0,5.4,Animation
5240,The Smurfs 2,"Fort Lauderdale, Florida",la la la la   la this sequel be a waste of time ,1.0,5.4,Animation
5241,The Smurfs 2,Somewhere in the Cosmos,better than the first yet not the best movie ,6.0,5.4,Animation
5242,The Smurfs 2,United States,why all the hate ,8.0,5.4,Animation
5243,The Smurfs 2,United States,the little blue one return ,8.0,5.4,Animation
5244,The Smurfs 2,United Kingdom,take the kid it ' a kid ' film ,7.0,5.4,Animation
5245,The Smurfs 2,PariS,smurfette i be your father   ( screen ) ,7.0,5.4,Animation
5246,The Smurfs 2,UNKNOWN,this movie deserve 10/10 ,10.0,5.4,Animation
5247,The Smurfs 2,Lebanon,great movie ,9.0,5.4,Animation
5248,The Smurfs 2,Pakistan,"awesome for kids,good for any age group really enjoy it .... ",10.0,5.4,Animation
5249,The Smurfs 2,UNKNOWN,it ' the smurfs give it a break ,5.0,5.4,Animation
5250,The Smurfs 2,Ireland,"enjoyable at times,but its mostly for child ",5.0,5.4,Animation
5251,The Smurfs 2,"Quezon City, Philippines",strictly for very young kid ,5.0,5.4,Animation
5252,The Smurfs 2,"Cincinnati, Ohio",better than anticipated ,10.0,5.4,Animation
5253,The Smurfs 2,"Orlando, Florida",""" smurfs 2 "" 4 thumb up for the smurf nation ",10.0,5.4,Animation
5254,The Smurfs 2,United States,a piece of smurf ,5.4,5.4,Animation
5255,The Smurfs 2,UNKNOWN,la la la la la la ( etc ) ,5.0,5.4,Animation
5256,The Smurfs 2,UNKNOWN,fun for the whole family ,5.4,5.4,Animation
5257,The Smurfs 2,United States,a worthy sequel despite the new direction ,8.0,5.4,Animation
5258,The Smurfs 2,Singapore,a cinematic babysitter that will entertain the kid while keep the adult engage - consider that faint praise for a commercial hollywood family comedy like this ,5.4,5.4,Animation
5259,The Smurfs 2,United States,solid family film enjoyable for adult and kid ,7.0,5.4,Animation
5260,The Smurfs 2,Hollywood,smurfnapping in paris ,9.0,5.4,Animation
5261,The Smurfs 2,United States,cute upbeat and great for kid ,5.4,5.4,Animation
5262,The Smurfs 2,Panama,very good and funny sequel enjoy the show again ,5.4,5.4,Animation
5263,Norm of the North,United Kingdom,an excellent family movie ,10.0,3.7,Animation
5264,Norm of the North,Australia,an outstanding movie ,10.0,3.7,Animation
5265,Norm of the North,United States,unfair rating for an excellent movie ,10.0,3.7,Animation
5266,Norm of the North,Egypt,both me and my son muhammad found this movie great ,10.0,3.7,Animation
5267,Norm of the North,United States,wow what a funny movie!. ,10.0,3.7,Animation
5268,Norm of the North,Switzerland,norm of the north deserve an oscar for best animated movie ,10.0,3.7,Animation
5269,Norm of the North,UNKNOWN,one of the great anime i have ever see ,10.0,3.7,Animation
5270,Norm of the North,Italy,excellent in every way ,10.0,3.7,Animation
5271,Norm of the North,UNKNOWN,my wife 's son love this ,10.0,3.7,Animation
5272,Norm of the North,California,wow ,10.0,3.7,Animation
5273,Norm of the North,"Los Angeles, CA",great movie for adult or kid and funny ,10.0,3.7,Animation
5274,Norm of the North,Philippines,need a lot of improvements/remake for this movie ,10.0,3.7,Animation
5275,Norm of the North,United States,excite great environmental message great for young kid ,9.0,3.7,Animation
5276,Norm of the North,UNKNOWN,a film about the cold that warm your heart ,8.0,3.7,Animation
5277,Norm of the North,United States,a kid movie with a message ,7.0,3.7,Animation
5278,Norm of the North,United States,view on film review of norm of the north ,6.0,3.7,Animation
5279,Norm of the North,The Gutters of Baltimore,it ' the year of baltimore 's most beloved native son ,6.0,3.7,Animation
5280,Norm of the North,Ontario,i can not find the word ,1.0,3.7,Animation
5281,Norm of the North,United Kingdom,not that bad kind of grows on you after 10th watching ,6.0,3.7,Animation
5282,Norm of the North,United States,let it go  to hell ,2.0,3.7,Animation
5283,Norm of the North,UNKNOWN,an absolute catastrophe that could have be save ,1.0,3.7,Animation
5284,Norm of the North,UNKNOWN,why be this a thing ,1.0,3.7,Animation
5285,Norm of the North,United Kingdom,a disgrace to animation ,1.0,3.7,Animation
5286,Norm of the North,Canada,10/10 rating apparently be the most ' useful review ' ,3.0,3.7,Animation
5287,Norm of the North,United States,i think most kid will probably enjoy it ,5.0,3.7,Animation
5288,Norm of the North,United Kingdom,a disjointed mess ... ,3.0,3.7,Animation
5289,Norm of the North,United Kingdom,norm norm norm of the jungle ,4.0,3.7,Animation
5290,Norm of the North,UNKNOWN,awful ,1.0,3.7,Animation
5291,Norm of the North,"South Pole, Antarctica",the 2nd bad kid movie theatrical release ,2.0,3.7,Animation
5292,Norm of the North,Canada,the people who give this a high rating be on the payroll ,1.0,3.7,Animation
5293,Norm of the North,Ireland,i feel guilty for actually see this film i would rather watch zootopia again than to ever see this again ,2.0,3.7,Animation
5294,Norm of the North,United States,one of the bad animated film i have ever see ,1.0,3.7,Animation
5295,Norm of the North,United States,norm of the north be complete garbage ,4.0,3.7,Animation
5296,Norm of the North,United States,""" norm of the north "" look like fun but quickly go south ",4.0,3.7,Animation
5297,Norm of the North,United States,embarrassing terrible in every way ... darn this be awful ,1.0,3.7,Animation
5298,Norm of the North,UNKNOWN,bad beyond belief ... ,2.0,3.7,Animation
5299,Norm of the North,United States,the kind of animated film that come from a lack of confidence and respect for its youthful audience ,2.0,3.7,Animation
5300,Norm of the North,UNKNOWN,bore ,2.0,3.7,Animation
5301,Norm of the North,United States,garbage ,1.0,3.7,Animation
5302,Norm of the North,Toronto,pretty bad ,2.0,3.7,Animation
5303,Norm of the North,UNKNOWN,this movie be awful ,1.0,3.7,Animation
5304,Norm of the North,UNKNOWN,dear god why ,1.0,3.7,Animation
5305,Norm of the North,Southern Cali,~1.5 hour of my life go ,1.0,3.7,Animation
5306,Doogal,United States,re - record with an american cast ,2.0,2.8,Animation
5307,Doogal,United States,doogal :   huge disappointment ,1.0,2.8,Animation
5308,Doogal,"Seattle, WA",bad kid ' movie of all time ,1.0,2.8,Animation
5309,Doogal,United States,1st razzie of 2006 ,1.0,2.8,Animation
5310,Doogal,"California, USA",to be avoid at all cost ,1.0,2.8,Animation
5311,Doogal,United States,boring .... .... .... ,1.0,2.8,Animation
5312,Doogal,United States,eisner could have be right with this crap on a stick ,1.0,2.8,Animation
5313,Doogal,United States,i would kick that dog if i could ,1.0,2.8,Animation
5314,Doogal,United States,run away ... run very far away ,3.0,2.8,Animation
5315,Doogal,"Sanford, FL, USA",an insult to the people behind the magic roundabout ,1.0,2.8,Animation
5316,Doogal,"Northern California, USA",full of clichés ,2.0,2.8,Animation
5317,Doogal,United States,awful for the whole family ,1.0,2.8,Animation
5318,Doogal,United States,the key to comedy be time ,1.0,2.8,Animation
5319,Doogal,United States,basically a tale of a dog and his random group of extremely undeveloped uninteresting friend continuously fight a spring person for some diamond ,1.0,2.8,Animation
5320,Doogal,Canada,great cast ... .check.....solid animation ... ..check......script....uh....hey we get chevy chase ,5.0,2.8,Animation
5321,Doogal,California,doogal : one of the bad kid film ever make ,1.0,2.8,Animation
5322,Doogal,"Blacksburg, VA",be a big waste of time ,3.0,2.8,Animation
5323,Doogal,United States,rated g : no one over the age of 2 allow ,1.0,2.8,Animation
5324,Doogal,United States,bad piece of crap ever ,1.0,2.8,Animation
5325,Doogal,United States,oh dear god why ,1.0,2.8,Animation
5326,Doogal,United States,save your money wait for ice age 2 or car ,2.0,2.8,Animation
5327,Doogal,United States,doogal aka don't - gal ,1.0,2.8,Animation
5328,Doogal,"Bloomfield, Michigan",never see this movie ever ,1.0,2.8,Animation
5329,Doogal,United Kingdom,what the hell be they smoke ,1.0,2.8,Animation
5330,Doogal,"Mannheim, Germany",amazing cast horrible script utter tripe ,1.0,2.8,Animation
5331,Doogal,United Kingdom,please watch the original ,2.0,2.8,Animation
5332,Doogal,United States,fantastic for laughs- for all the unintentional ( ) reasons- though lack thing like texture and quality ... ,2.0,2.8,Animation
5333,Doogal,United States,yes it ' the bad movie ever but maybe there ' a reason ... ,1.0,2.8,Animation
5334,Doogal,"Glen Cove, New York",simple advice- avoid the re - dub version and try to find the original british film ,1.0,2.8,Animation
5335,Doogal,United States,amazingly fantastically atrocious ,1.0,2.8,Animation
5336,Doogal,UNKNOWN,bad   movie   ever ,1.0,2.8,Animation
5337,Doogal,"Boston, MA, USA",too many cook ( or scriptwriter ) spoil the broth ,1.0,2.8,Animation
5338,Doogal,United States,ok animation horrible film ... ,2.0,2.8,Animation
5339,Doogal,United States,a vehicle unworthy of its cast ,2.0,2.8,Animation
5340,Doogal,Texas,bizarre like an acid trip for kid ,1.0,2.8,Animation
5341,Doogal,Massachusetts,almost walk out ,1.0,2.8,Animation
5342,Doogal,United States,do not waste your money ,1.0,2.8,Animation
5343,Doogal,United States,just awful ,1.0,2.8,Animation
5344,Doogal,United States,see it just to understand how bad it be ,1.0,2.8,Animation
5345,Doogal,United States,a sad movie a far cry from the studio that bring u hoodwinked ,2.0,2.8,Animation
5346,Doogal,United States,my kid deserve better ,1.0,2.8,Animation
5347,Doogal,UNKNOWN,somewhere between substandard and poor ,4.0,2.8,Animation
5348,Doogal,United Kingdom,well what do you know a real dog of an animate movie ,1.0,2.8,Animation
5349,Doogal,Endor,i still do not believe it ... ,2.8,2.8,Animation
5350,Doogal,United States,what be there to summarize ,2.8,2.8,Animation
5351,Doogal,Muskogee OK,friendship triumph over evil ,2.0,2.8,Animation
5352,Doogal,United States,there ' only one thing to say about this garbage : wtf ... ,1.0,2.8,Animation
5353,Doogal,United States,definitely for those without a develop brain ,3.0,2.8,Animation
5354,Doogal,"La Crosse, Wisconsin",adult and child alike should be offend by this offering ,1.0,2.8,Animation
5355,Doogal,United States,it ' terrible ,1.0,2.8,Animation
5356,Doogal,UNKNOWN,bad animation and joke do not work ,3.0,2.8,Animation
5357,Doogal,United States,could have be a good film ,2.8,2.8,Animation
5358,Doogal,United States,i would rather watch baby genius 2 date movie and gigli consecutively than watch this crap ,2.8,2.8,Animation
5359,Doogal,UNKNOWN,seriously ,2.8,2.8,Animation
5360,Doogal,United Kingdom,watch the british version ,1.0,2.8,Animation
5361,Doogal,"Bradenton, Florida",for anyone old than about 8 watch this film will be less enjoyable than a root canal   for little kid it ' not too bad ,3.0,2.8,Animation
5362,Doogal,Canada,this be actually a review for both version put more emphasis on the crummy u remake ,1.0,2.8,Animation
5363,Doogal,United States,pitiful ,1.0,2.8,Animation
5364,Doogal,"Orlando, FL",oh the paaaaaaain ,1.0,2.8,Animation
5365,Doogal,UNKNOWN,back away slowly ,1.0,2.8,Animation
5366,Doogal,United States,10 minute and out ,1.0,2.8,Animation
5367,Doogal,United States,for age 4 and under ,1.0,2.8,Animation
5368,Doogal,United States,horrible movie ,1.0,2.8,Animation
5369,Doogal,United States,do not take your kid unless you want them to like toilet humor ,1.0,2.8,Animation
5370,Doogal,United States,do not be fool by big name voice ,1.0,2.8,Animation
5371,Doogal,"Nashville, Affrica",this be so sexy ,10.0,2.8,Animation
5372,Doogal,PA,complete waste of time ,1.0,2.8,Animation
5373,Doogal,UNKNOWN,the movie suck for many obvious reason ,2.0,2.8,Animation
5374,Doogal,Texas,good animation but horrible execution ,3.0,2.8,Animation
5375,Doogal,"califonia, USA",do not you ever dare even blow your money on this crap ever ,1.0,2.8,Animation
5376,Doogal,Chicago Illinois,terribly heartwarming ,1.0,2.8,Animation
5377,Doogal,"Utah, United States",i can not say i hat it but it be a huge disappointment ,3.0,2.8,Animation
5378,Doogal,"Chennai, India",un - funny ,1.0,2.8,Animation
5379,Doogal,USA,enjoy it for what it be ,5.0,2.8,Animation
5380,Doogal,United States,why be this be show in america ,2.8,2.8,Animation
5381,Doogal,United States,so disappointing walk out after 20 minute ,1.0,2.8,Animation
5382,Doogal,United States,bad ,3.0,2.8,Animation
5383,Doogal,United States,i can not believe jake eberts do this to u ,1.0,2.8,Animation
5384,Doogal,Venezuela,nothing recommend ,2.0,2.8,Animation
5385,Doogal,"Hyderabad, India",not bad as be say - breifing of the story ,7.0,2.8,Animation
5386,Doogal,United States,okay movie ,5.0,2.8,Animation
5387,Doogal,United States,give it a chance ,6.0,2.8,Animation
5388,Doogal,United States,this movie be alright for little kid but not for grown ups and if you do not like magic stuff do not watch this ... ,4.0,2.8,Animation
5389,Doogal,United States,give it a break -- it ' for kids people ,9.0,2.8,Animation
5390,Doogal,United States,""" veggie tale "" ... a "" high - grade production "" ",2.8,2.8,Animation
5391,Doogal,United States,doogal ,10.0,2.8,Animation
5392,Doogal,United States,doogal be on crack ,8.0,2.8,Animation
5393,Doogal,San Diego,way better than i think   it would be ,8.0,2.8,Animation
5394,Doogal,United States,i compare it to the scary movie trilogy ,7.0,2.8,Animation
5395,Doogal,"Phoenix, Arizona",i like it ,7.0,2.8,Animation
5396,Doogal,South Korea,my family love this movie ,10.0,2.8,Animation
5397,Doogal,United States,i do not see why it ' hat but it a fair movie for kid ,6.0,2.8,Animation
5398,Doogal,"Las Vegas, Nevada",this be a cute   family movie ,8.0,2.8,Animation
5399,Doogal,United States,a fun fun little show ,9.0,2.8,Animation
5400,Doogal,Indonesia,' heh - heh somebody ' be watch csi ' - this one line alone make this movie worth sit through ,8.0,2.8,Animation
5401,Doogal,United States,low plot but great line ,8.0,2.8,Animation
5402,Doogal,Norway,one of the cut animation ever ... a tribute to all other movie ,8.0,2.8,Animation
5403,Doogal,kelowna Canada,dismiss all 1/10 rating they be not valid ,9.0,2.8,Animation
5404,Doogal,New Delhi,i be still in the   doogal world ,10.0,2.8,Animation
5405,Doogal,United States,big kid pleaser ,10.0,2.8,Animation
5406,Doogal,Australia,doogal be the best kid movie ever ,10.0,2.8,Animation
5407,Doogal,UNKNOWN,moral challenge ,9.0,2.8,Animation
5408,Doogal,United States,under rat this be a lot of fun especially for the target audience ,8.0,2.8,Animation
5409,Doogal,"Texas, United States",a good movie for child ,9.0,2.8,Animation
5410,Doogal,"Gaithersburg, Maryland",really cute movie for kid ,9.0,2.8,Animation
5411,Doogal,United Kingdom,doogal ,8.0,2.8,Animation
5412,Doogal,"Texas, USA",doogal be a magical fairy tale that will enchant kid of all age ,10.0,2.8,Animation
5413,Doogal,United States,good movie ,10.0,2.8,Animation
5414,Doogal,"Canyon Lake, TX  USA",great fun for my kid age 6 and 4 ,9.0,2.8,Animation
5415,Doogal,France,absolutely great ,10.0,2.8,Animation
5416,Doogal,United States,yep -- it ' both the bad and best ,10.0,2.8,Animation
5417,Doogal,"Portage, Michigan, United States",my kid love it ,10.0,2.8,Animation
5418,Doogal,Connecticut,cute ,7.0,2.8,Animation
5419,Doogal,"(Near) D/FW Airport, Texas, USA",fun for all the folk of all age ,10.0,2.8,Animation
5420,Titanic: The Legend Goes On...,"Chicago, Illinois",the first titanic film where the iceberg be the hero ,1.0,2.1,Animation
5421,Titanic: The Legend Goes On...,United States,one of the most insultingly bad film i have ever see ,1.0,2.1,Animation
5422,Titanic: The Legend Goes On...,"Los Angeles, CA",do not even have juvenile appeal ,1.0,2.1,Animation
5423,Titanic: The Legend Goes On...,United States,a real shipwreck ,1.0,2.1,Animation
5424,Titanic: The Legend Goes On...,United Kingdom,this be animated movie at their bad ,2.0,2.1,Animation
5425,Titanic: The Legend Goes On...,United Kingdom,the animated film that be destine to stink ,1.0,2.1,Animation
5426,Titanic: The Legend Goes On...,"Stourport, Worcestershire, England, Europe, Earth",this film be a work of shakespeare ,2.1,2.1,Animation
5427,Titanic: The Legend Goes On...,United States,this horrible abomination of a classic be ... a guilty pleasure ,7.0,2.1,Animation
5428,Titanic: The Legend Goes On...,United States,titanic : the legend go on to sink ,2.1,2.1,Animation
5429,Titanic: The Legend Goes On...,UNKNOWN,a real treat to watch ,10.0,2.1,Animation
5430,Titanic: The Legend Goes On...,United Kingdom,repetitive in part and would have be better in english ,5.0,2.1,Animation
5431,Titanic: The Legend Goes On...,United States,do not be prejudiced about a great italian animated movie!. ,10.0,2.1,Animation
5432,Titanic: The Legend Goes On...,Saskatoon,the undeground ,3.0,2.1,Animation
5433,Titanic: The Legend Goes On...,New Zealand,the bad animated film i have ever see ,1.0,2.1,Animation
5434,Titanic: The Legend Goes On...,Canada,i only want to know the budget of the film ,1.0,2.1,Animation
5435,Titanic: The Legend Goes On...,England,fu@k piece of c*%t $ # it ,1.0,2.1,Animation
5436,Titanic: The Legend Goes On...,United Kingdom,truly outstanding ,10.0,2.1,Animation
5437,Titanic: The Legend Goes On...,Zimbabwe,wow just wooooooooooooooow ,10.0,2.1,Animation
5438,Titanic: The Legend Goes On...,United States,truly an accomplishment in animated film ,9.0,2.1,Animation
5439,Titanic: The Legend Goes On...,"Bradenton, Florida",one of the holy grail of dreck ,1.0,2.1,Animation
5440,Titanic: The Legend Goes On...,United States,the iceberg be the good guy in this one ... ,1.0,2.1,Animation
5441,Titanic: The Legend Goes On...,UNKNOWN,it ' if titanic be make by uwe boll ,1.0,2.1,Animation
5442,Titanic: The Legend Goes On...,United States,it ' all a big ripoff ... ,1.0,2.1,Animation
5443,Titanic: The Legend Goes On...,United States,if you think the legend of titanic be bad well think again ,2.1,2.1,Animation
5444,Titanic: The Legend Goes On...,United Kingdom,i be just shock ,1.0,2.1,Animation
5445,Titanic: The Legend Goes On...,UNKNOWN,a lot of people die but it ' party time ,1.0,2.1,Animation
5446,Titanic: The Legend Goes On...,United Kingdom,just ... what ,1.0,2.1,Animation
5447,Titanic: The Legend Goes On...,United States,you know there ' something you should know so i be gonna tell you so ,3.0,2.1,Animation
